p_PharmacyId,p_PharmacyQualifier,p_FillDateFrom,p_FillDateThru
1053790360,01,20160723,20170915
1679510192,01,20170929,20171005
1053342873,01,20161231,20170717
1124139290,01,20170802,20180427
1295251601,01,20180128,20180331
1346255643,01,20170126,20170902
1730603390,01,20180210,20180401
1124067095,01,20160706,20170211
1568551430,01,20170506,20171014
1386999142,01,20161231,20180101
1821188632,01,20170919,20170923
1932144607,01,20160824,20170610
1467467787,01,20170113,20180327
1447241294,01,20170506,20170519
1598792160,01,20170117,20180415
1861447724,01,20170101,20170105
1043360399,01,20170103,20170903
1154707537,01,20170519,20180927
1538278817,01,20160630,20180317
1710916754,01,20170226,20170616
1093981557,01,20170912,20170929
1528391836,01,20170106,20171030
1760906002,01,20180312,20180330
1588037071,01,20170309,20170325
1053338673,01,20170103,20180318
1841718731,01,20180208,20180328
1003830357,01,20160719,20180316
1083074546,01,20170425,20180421
1922102763,01,20160824,20171202
1447272000,01,20170121,20170604
1093977084,01,20161227,20170407
1629172457,01,20180519,20180701
1750323564,01,20161230,20180917
1679028823,01,20170513,20181003
1881616472,01,20170208,20170222
1265536049,01,20160629,20180926
1760497945,01,20161231,20170916
1356379440,01,20170509,20170513
1619994845,01,20170106,20170208
1972546125,01,20170306,20171008
1922387729,01,20170728,20170913
1528485877,01,20180917,20180921
1366479636,01,20160706,20160921
1255376158,01,20170929,20180924
1144339532,01,20160827,20180823
1649385774,01,20170107,20170409
1932218484,01,20160730,20160803
1750830550,01,20170130,20171210
1326270828,01,20170713,20170717
1306148473,01,20160728,20170505
1891736393,01,20170110,20171013
1962427583,01,20171001,20171005
1598849242,01,20170308,20180415
1700985165,01,20170228,20171130
1710389945,01,20170910,20171002
1659697324,01,20170509,20171104
1134286610,01,20170826,20170830
1609881697,01,20160907,20171223
1871697680,01,20160630,20170805
1558567560,01,20170706,20171126
1821187568,01,20170101,20180601
1992045066,01,20161229,20170301
1720093750,01,20160707,20171107
1366459349,01,20170910,20171209
1356448914,01,20170102,20171016
1871605931,01,20170720,20170917
1902991573,01,20160910,20170921
1861915076,01,20180110,20180328
1306851571,01,20161117,20170424
1720094022,01,20160925,20170507
1083783526,01,20160806,20161005
1023127461,01,20160629,20170920
1760591200,01,20160730,20160803
1578577805,01,20160705,20160728
1205943586,01,20170205,20171106
1295755510,01,20160824,20180421
1306852611,01,20160704,20180926
1467407916,01,20160709,20160924
1093142796,01,20170309,20171204
1679780696,01,20170104,20170525
1871767939,01,20180108,20180930
1275569451,01,20170910,20170928
1164772604,01,20180912,20180916
1447292909,01,20170320,20170924
1013057504,01,20170101,20171016
1043314727,01,20160716,20180925
1225148869,01,20170413,20171018
1487054417,01,20160929,20180427
1548354657,01,20170107,20170915
1306862412,01,20170101,20181003
1841394764,01,20160702,20170428
1063448306,01,20160831,20180930
1205841350,01,20161025,20180323
1073528147,01,20170103,20171101
1982714663,01,20170107,20171101
1194822676,01,20170314,20171019
1447624937,01,20170420,20170516
1861561714,01,20170110,20170521
1760497077,01,20170102,20180925
1871539924,01,20170124,20180804
1831104819,01,20170128,20180618
1033228564,01,20160726,20171102
1952831349,01,20180922,20180926
1912227786,01,20170501,20171202
1518270230,01,20170107,20180602
1962447284,01,20170120,20171009
1013109149,01,20180623,20180627
1710095195,01,20170811,20180822
1871508887,01,20170111,20171019
1952330961,01,20170820,20180330
1063937662,01,20180227,20180427
1265957062,01,20180127,20180401
1841523669,01,20160717,20180210
1235655291,01,20180303,20180401
1780699033,01,20171110,20180804
1154431781,01,20161029,20180208
1154348340,01,20161231,20171002
1033345046,01,20170103,20170826
1538419346,01,20161228,20171201
1013011097,01,20160706,20180922
1457374613,01,20161012,20180622
1528494184,01,20160726,20160730
1437159068,01,20170107,20170329
1215959903,01,20161231,20171001
1104864347,01,20161217,20180311
1770631046,01,20170613,20171018
1083713317,01,20160917,20171116
1831282292,01,20170114,20170924
1437182904,01,20170102,20170106
1881787216,01,20170409,20170825
1053524009,01,20170918,20170923
1043244783,01,20161230,20171202
1306851498,01,20171212,20180410
1477571404,01,20160730,20180930
1649374513,01,20171005,20171009
1649504820,01,20170116,20180829
1174541593,01,20160902,20171003
1376724617,01,20170118,20180427
1477937365,01,20161026,20170821
1700989498,01,20170215,20170219
1558302422,01,20170110,20171205
1902828601,01,20180926,20180930
1477696250,01,20170103,20170422
1669593042,01,20170102,20171230
1497272926,01,20180205,20180325
1700995032,01,20170430,20170504
1235469826,01,20170203,20181003
1801147087,01,20161231,20170603
1053410415,01,20160708,20171229
1386685204,01,20161231,20180923
1376647156,01,20170108,20180102
1780100412,01,20180217,20180402
1457654857,01,20171025,20171029
1174843940,01,20161217,20180923
1285070409,01,20170314,20170408
1598865933,01,20160730,20180624
1184035867,01,20170114,20180703
1750482576,01,20170306,20170731
1043363187,01,20160703,20161015
1588681613,01,20170701,20170731
1245245505,01,20170406,20180929
1710904081,01,20161001,20171216
1548369820,01,20180303,20180312
1811908049,01,20160719,20180701
1568881795,01,20161230,20180321
1679096689,01,20180101,20180401
1992965263,01,20160730,20180905
1871552455,01,20170904,20171005
1013965235,01,20170108,20171027
1003955055,01,20170101,20171112
1205879053,01,20170513,20180527
1609809953,01,20170127,20170927
1396125597,01,20170119,20170123
1265448807,01,20160810,20171031
1457551384,01,20170113,20180128
1306949391,01,20170108,20170705
1811938608,01,20170430,20180804
1467467514,01,20170502,20171209
1336518562,01,20170520,20170812
1285737916,01,20170102,20180401
1154336394,01,20170106,20170916
1710272877,01,20160715,20180611
1568585214,01,20161120,20171118
1932218351,01,20170226,20171008
1114034451,01,20160704,20170803
1639196025,01,20180328,20180401
1851665954,01,20170507,20170511
1528167897,01,20171129,20180923
1134518186,01,20170110,20170716
1790186401,01,20170419,20171119
1669575387,01,20170318,20180831
1285913087,01,20160827,20171005
1427077403,01,20161024,20161127
1134162902,01,20160629,20181202
1073622536,01,20170429,20180128
1427063767,01,20161003,20171202
1124494455,01,20170228,20171202
1447523584,01,20170129,20170202
1538581004,01,20160803,20161201
1306005079,01,20170114,20170118
1972520146,01,20180107,20180910
1770633703,01,20160704,20170628
1174569784,01,20170929,20171008
1851307425,01,20170822,20180202
1982083341,01,20160713,20160804
1992787766,01,20170227,20171106
1134134398,01,20170724,20170910
1477646982,01,20180527,20180629
1427571033,01,20180313,20180503
1306936323,01,20170123,20170925
1932203841,01,20161105,20180406
1609104231,01,20170307,20170929
1730106097,01,20160917,20171013
1932207800,01,20180203,20180207
1962890228,01,20160712,20160910
1528090495,01,20170123,20180401
1740353366,01,20160629,20180830
1730194895,01,20170101,20170930
1508871781,01,20160902,20170703
1275561110,01,20170930,20180622
1912376849,01,20170109,20171007
1902915366,01,20170418,20171230
1396272068,01,20170624,20171224
1861624785,01,20180224,20180929
1326027988,01,20171008,20171012
1790790533,01,20161118,20161204
1952335739,01,20170103,20170913
1538104559,01,20170508,20170512
1275630766,01,20170107,20170712
1912004318,01,20160725,20181002
1003810490,01,20171107,20171117
1245573286,01,20170111,20180922
1740656255,01,20170101,20180929
1154430676,01,20161010,20170929
1982655049,01,20180917,20181003
1790729168,01,20161017,20180225
1295838928,01,20170111,20170820
1205841475,01,20160629,20181104
1487714622,01,20170607,20170727
1558388785,01,20160917,20180102
1598870610,01,20170104,20170929
1841399003,01,20161126,20180427
1326199324,01,20161210,20171201
1659314946,01,20170101,20170921
1285164210,01,20170828,20170901
1760497788,01,20161010,20170821
1013026483,01,20170403,20170709
1982770640,01,20160929,20170101
1942256474,01,20170926,20170930
1326055377,01,20170110,20171027
1801950290,01,20170101,20170401
1609807684,01,20170401,20170405
1427063338,01,20170206,20170210
1699874891,01,20171130,20171204
1952827180,01,20180304,20180330
1043582174,01,20170111,20170119
1407833122,01,20170102,20171203
1114932290,01,20170101,20171026
1689984031,01,20161017,20161021
1245257401,01,20160629,20180924
1922043454,01,20180623,20181001
1942219449,01,20170102,20180224
1154846772,01,20180227,20180304
1629442173,01,20170322,20170925
1588701692,01,20170416,20170513
1396849204,01,20161230,20180413
1376069195,01,20180324,20180328
1508214800,01,20160914,20171115
1639312200,01,20161231,20180824
1770686461,01,20161231,20171228
1811303332,01,20170123,20180804
1265650386,01,20170102,20171101
1225064579,01,20180912,20180916
1932397379,01,20161127,20161201
1922399419,01,20171004,20171008
1619918588,01,20160629,20180102
1053681080,01,20170619,20170623
1730250275,01,20161207,20171117
1861592297,01,20160906,20171229
1215959994,01,20161112,20180929
1316043573,01,20160704,20171223
1871602201,01,20170224,20171208
1326567322,01,20180221,20180402
1801922216,01,20171015,20171214
1770508244,01,20161213,20171102
1326439365,01,20161228,20180101
1578672879,01,20160707,20170904
1497784128,01,20170101,20170909
1942373410,01,20160720,20170922
1083882377,01,20170101,20171006
1548287923,01,20161222,20181001
1437164662,01,20170609,20170613
1457495525,01,20161118,20161122
1881609931,01,20160729,20160802
1518161363,01,20170109,20170113
1174898464,01,20160718,20170630
1740354406,01,20170114,20171029
1871500850,01,20161125,20180103
1083718993,01,20161231,20180719
1295258663,01,20180126,20180322
1427080415,01,20161128,20170816
1437164688,01,20160718,20170512
1588693543,01,20161106,20180104
1699900720,01,20170704,20180601
1861595209,01,20170410,20181002
1720003296,01,20170102,20171106
1457370462,01,20170102,20180910
1386651370,01,20160830,20170109
1194834473,01,20180218,20180331
1871526103,01,20170119,20170522
1649355694,01,20160709,20160924
1295980456,01,20160708,20180424
1902329592,01,20180308,20180402
1720012610,01,20160831,20180412
1104925395,01,20170101,20170105
1053356063,01,20170702,20180919
1356352926,01,20170206,20170414
1013964592,01,20170102,20171001
1346266558,01,20170119,20180308
1245630359,01,20170221,20170823
1962417246,01,20170103,20170908
1104843218,01,20160703,20180723
1932119674,01,20160705,20160827
1467467647,01,20160830,20180410
1700815750,01,20161105,20180104
1194825554,01,20170110,20171003
1821003104,01,20160715,20180922
1619990553,01,20170308,20171027
1538263413,01,20170427,20170814
1659386654,01,20161123,20170924
1699707570,01,20170610,20170614
1205930047,01,20161228,20171123
1477568517,01,20170213,20170217
1245271733,01,20160716,20170915
1790888568,01,20160705,20171119
1356368468,01,20161024,20180204
1629592126,01,20171125,20180401
1790935963,01,20160708,20161001
1790128981,01,20160904,20171230
1922521533,01,20180212,20180329
1326396714,01,20160712,20171222
1366821944,01,20170828,20170901
1548285018,01,20170127,20170419
1740379494,01,20170104,20180228
1457669657,01,20170607,20180102
1326563586,01,20180126,20180402
1548282213,01,20160630,20171202
1386687598,01,20170109,20171005
1346255502,01,20170107,20170818
1205109584,01,20170102,20170608
1275637027,01,20161221,20180930
1326067299,01,20171017,20180308
1538440771,01,20161004,20180621
1144466723,01,20161227,20171201
1801057161,01,20170916,20171012
1396833711,01,20161231,20171214
1083819239,01,20161017,20171230
1982621132,01,20160906,20180405
1194765040,01,20160701,20180921
1467546135,01,20160802,20180723
1043244858,01,20170122,20180825
1215030929,01,20180311,20180316
1538136098,01,20160703,20171001
1639272370,01,20170315,20171212
1982068201,01,20170617,20170811
1841234689,01,20161105,20180804
1598184004,01,20160810,20160814
1528157252,01,20170104,20171230
1184002438,01,20160723,20170602
1215397476,01,20170131,20170811
1881797645,01,20160718,20180323
1538263439,01,20170106,20180911
1528090503,01,20161225,20180504
1083621072,01,20160712,20180304
1932542685,01,20170116,20170830
1790888410,01,20170926,20170930
1720049315,01,20170107,20170414
1750701066,01,20170826,20170903
1124171426,01,20170428,20170901
1225210750,01,20170227,20180617
1801969332,01,20170102,20170202
1962847335,01,20170705,20170709
1295832798,01,20170101,20180524
1679590103,01,20170111,20180330
1992722284,01,20160731,20160804
1538174768,01,20160629,20180530
1902909625,01,20170112,20170928
1164456927,01,20170103,20171025
1033213939,01,20160830,20171005
1093820789,01,20161012,20180126
1932298676,01,20170121,20170224
1114020963,01,20170101,20180919
1649389024,01,20161229,20171024
1457427320,01,20170111,20170817
1497858161,01,20160917,20180914
1972525657,01,20160716,20171019
1790913986,01,20170103,20171116
1417473372,01,20180310,20180401
1366559551,01,20170123,20170903
1235528605,01,20161118,20171222
1851495832,01,20160903,20180218
1578628541,01,20170606,20171030
1083899587,01,20171025,20171029
1346385820,01,20170415,20171026
1225133051,01,20170110,20180922
1497864789,01,20161121,20180502
1801801170,01,20161212,20180804
1316984743,01,20161119,20161123
1679526073,01,20170101,20171006
1942304928,01,20161231,20170618
1023035292,01,20160720,20181003
1003980830,01,20170306,20170705
1215031984,01,20160918,20180221
1558376822,01,20160629,20180527
1750480034,01,20161231,20170809
1336373893,01,20170725,20170729
1104938018,01,20170103,20171222
1477582401,01,20170828,20170901
1326061607,01,20170927,20171001
1326452830,01,20161230,20170423
1477595049,01,20170206,20180802
1023429693,01,20170214,20170218
1962685909,01,20160704,20161127
1447292263,01,20170104,20170809
1366603649,01,20161231,20180803
1508966649,01,20170507,20170813
1790889624,01,20170930,20180212
1659782522,01,20170101,20170923
1528165024,01,20170120,20170601
1699923193,01,20180101,20180527
1669570412,01,20160709,20180620
1447774161,01,20180228,20180402
1336236272,01,20161030,20161103
1700301934,01,20180209,20180401
1821488651,01,20170828,20171021
1720093800,01,20170522,20180409
1265529028,01,20170408,20170622
1235238478,01,20160919,20171202
1396849154,01,20170109,20171029
1558698936,01,20160730,20171222
1962435297,01,20170115,20171224
1659602142,01,20170904,20180413
1386060382,01,20180110,20180401
1588686273,01,20170107,20180222
1174540306,01,20170704,20170930
1720411796,01,20170101,20170920
1063527844,01,20161221,20171223
1811022049,01,20170425,20180311
1386025039,01,20170121,20170125
1447396056,01,20160709,20170424
1346267473,01,20170118,20171223
1942304910,01,20170204,20180131
1154308971,01,20170101,20171230
1295740413,01,20170106,20170804
1437403565,01,20161231,20171231
1285651430,01,20161231,20180102
1023456167,01,20170102,20171025
1821437997,01,20160629,20180912
1437164324,01,20170919,20180427
1912016296,01,20170101,20180330
1528245545,01,20161231,20180906
1104867027,01,20171001,20171008
1447323514,01,20161231,20170111
1982001319,01,20160727,20180221
1306194220,01,20161231,20180811
1609904051,01,20160730,20160803
1427152354,01,20161119,20171224
1508207275,01,20180107,20180829
1619982667,01,20170105,20171102
1871522896,01,20170109,20171229
1891895231,01,20161127,20170909
1780605741,01,20170107,20181029
1366546210,01,20160720,20180518
1588063226,01,20170113,20180909
1528225422,01,20170116,20171230
1205939956,01,20161006,20171105
1871524843,01,20160704,20161130
1285738104,01,20170415,20180414
1285723932,01,20171112,20171116
1013007095,01,20170819,20171214
1225132137,01,20161118,20171217
1003845058,01,20170114,20180429
1659646966,01,20160809,20171002
1346285244,01,20160710,20171027
1598740870,01,20160907,20181003
1225119563,01,20161118,20170920
1184631749,01,20161230,20170802
1306394887,01,20170610,20170621
1396148102,01,20160630,20170120
1740448174,01,20160629,20180111
1912323155,01,20180121,20180224
1881776243,01,20170121,20170827
1740295757,01,20170213,20171202
1932114287,01,20170103,20180325
1558776682,01,20160824,20170605
1093744039,01,20171005,20171009
1497073571,01,20160928,20171201
1073860490,01,20160824,20180311
1659303683,01,20170312,20170628
1831204619,01,20160721,20171207
1366508376,01,20170930,20171020
1063751964,01,20170511,20170515
1528508439,01,20170911,20171223
1780052001,01,20170212,20170216
1962511287,01,20170105,20170809
1073628020,01,20170531,20170604
1851306963,01,20170124,20170921
1366828832,01,20170228,20171202
1982619946,01,20161231,20170407
1982637237,01,20161231,20171027
1447265525,01,20160707,20171004
1881611994,01,20170102,20180224
1982703237,01,20170110,20180815
1912000787,01,20160829,20180324
1528480209,01,20170107,20170917
1992804132,01,20170321,20170901
1114036530,01,20160705,20170901
1700280484,01,20180124,20180909
1952330912,01,20160708,20160812
1316954316,01,20170112,20180103
1306945621,01,20170114,20171217
1619036043,01,20170502,20170823
1811265093,01,20170422,20170426
1831167873,01,20161231,20180928
1861872822,01,20170519,20180930
1134552631,01,20170124,20180802
1619063872,01,20160709,20170917
1073060646,01,20170123,20180630
1801990767,01,20170522,20180810
1245245869,01,20170126,20171029
1568576460,01,20180127,20180202
1801255666,01,20171123,20171225
1811168685,01,20171001,20171006
1619994001,01,20180926,20180930
1285677021,01,20170416,20170820
1952323636,01,20170325,20170904
1427075639,01,20170104,20180407
1528080439,01,20170101,20171220
1275057853,01,20180303,20180331
1164462545,01,20170103,20171014
1033344924,01,20170218,20171012
1922551886,01,20170321,20170325
1578675419,01,20170909,20170913
1891774139,01,20180723,20180916
1396828786,01,20160711,20161127
1598864720,01,20160701,20170904
1821030495,01,20180729,20180802
1992163372,01,20180311,20180315
1770508392,01,20160723,20160727
1144531823,01,20170927,20171001
1306851258,01,20170710,20180520
1053673699,01,20161009,20170501
1043322969,01,20160730,20171130
1295193498,01,20170722,20170726
1659324911,01,20170224,20170423
1053380766,01,20170130,20170322
1255440657,01,20170103,20170815
1457430092,01,20170531,20180505
1083636609,01,20161221,20171222
1306940069,01,20170109,20170907
1861828618,01,20160701,20180309
1619368792,01,20171004,20171221
1295752491,01,20161231,20170802
1326065772,01,20170304,20171201
1447238233,01,20170111,20170922
1801934997,01,20161029,20161102
1376558411,01,20170113,20170613
1427151117,01,20161117,20161202
1962925909,01,20180114,20180317
1689689937,01,20170603,20180102
1538278957,01,20160717,20160807
1225576622,01,20170420,20180930
1043310477,01,20170330,20170914
1669499976,01,20180915,20180919
1750323283,01,20170429,20180104
1376577072,01,20170115,20170719
1598770539,01,20170326,20170927
1851400311,01,20160629,20161014
1801114665,01,20170418,20170422
1003833203,01,20180512,20180531
1699290999,01,20180321,20180402
1336276179,01,20160717,20170928
1124545298,01,20180309,20180402
1225026842,01,20170427,20171023
1033139209,01,20170626,20170924
1972518900,01,20170225,20170830
1487676276,01,20170325,20180101
1841394814,01,20170213,20170508
1578563060,01,20160703,20170513
1346344306,01,20160730,20160803
1720093974,01,20160705,20180327
1477575140,01,20161119,20170921
1417050121,01,20161213,20171228
1598144529,01,20161231,20170528
1538176540,01,20161126,20170427
1821003716,01,20161013,20171217
1992722391,01,20170627,20181003
1699721308,01,20180826,20180830
1639437312,01,20170103,20171217
1801124151,01,20161127,20161201
1700980778,01,20170104,20180628
1649389123,01,20160730,20160803
1558435081,01,20161231,20170920
1427160365,01,20160730,20170902
1548333073,01,20161117,20171008
1538612361,01,20170502,20171018
1972518082,01,20161122,20170918
1669546032,01,20161231,20171223
1831286053,01,20170306,20171123
1871825554,01,20160808,20170720
1730421975,01,20170129,20170920
1043497456,01,20170910,20171201
1225147655,01,20170130,20170424
1699921726,01,20160703,20170414
1497791982,01,20170102,20171026
1629172598,01,20161230,20171015
1013171677,01,20161205,20180928
1215961925,01,20170101,20180307
1952326688,01,20170506,20171004
1841300548,01,20170613,20170617
1700110467,01,20161230,20171214
1598773566,01,20170122,20180209
1093746133,01,20161231,20171101
1760586739,01,20160703,20170921
1528186442,01,20171008,20171231
1932287737,01,20170227,20170419
1669497145,01,20161222,20171218
1649374521,01,20170114,20171105
1003925397,01,20170801,20180427
1538217898,01,20170115,20171025
1144324039,01,20171110,20180327
1952312548,01,20161128,20170401
1629172580,01,20160722,20180722
1598824641,01,20160711,20180808
1033124094,01,20170101,20171231
1750396008,01,20170107,20180105
1891241816,01,20171106,20171110
1346588589,01,20160709,20180429
1346257375,01,20170101,20170904
1619982808,01,20170514,20180628
1760409916,01,20170120,20180508
1114932191,01,20160629,20170526
1982703120,01,20170807,20180324
1821003955,01,20160730,20160803
1730194028,01,20160730,20171222
1417190471,01,20160705,20180202
1992976872,01,20170125,20170408
1033545991,01,20170318,20170728
1548287832,01,20160717,20160721
1437192606,01,20160704,20180907
1891009783,01,20161105,20181003
1669995056,01,20171118,20180321
1881777944,01,20160630,20180530
1518077288,01,20170130,20171223
1467694752,01,20171111,20180415
1740384569,01,20161118,20180320
1427224542,01,20171106,20171110
1215348727,01,20170101,20170105
1790076651,01,20170826,20170830
1821456484,01,20170403,20171014
1730605460,01,20180307,20180324
1609881531,01,20161231,20170923
1366865990,01,20170528,20170907
1952402760,01,20161120,20180212
1720418908,01,20160704,20160922
1255414397,01,20161002,20180107
1699291278,01,20180212,20180331
1427159987,01,20170115,20180421
1003823006,01,20160815,20161221
1396751699,01,20170217,20180331
1649512179,01,20180409,20180427
1487758314,01,20160701,20171231
1730106899,01,20180131,20180406
1609898329,01,20180625,20180829
1992710065,01,20161002,20180208
1598907073,01,20171002,20171006
1265449177,01,20170216,20171220
1801838420,01,20161106,20180104
1588188064,01,20180321,20180330
1841217114,01,20170101,20171001
1659386258,01,20170107,20170204
1134194731,01,20170705,20170902
1447508387,01,20170101,20170928
1306989702,01,20170612,20170830
1245510270,01,20161225,20171122
1508975814,01,20170715,20171128
1457428757,01,20161129,20161203
1275577611,01,20170101,20180915
1891768842,01,20180106,20180201
1902232572,01,20170123,20170810
1437572138,01,20170425,20170429
1013939701,01,20170409,20170724
1376698969,01,20160629,20180901
1386169688,01,20180307,20180311
1699874909,01,20170503,20170507
1043319288,01,20170104,20180301
1033303284,01,20170929,20171008
1699708768,01,20170121,20170921
1457440190,01,20170109,20170723
1952316242,01,20180306,20180310
1811006109,01,20170706,20170824
1861419921,01,20170215,20170818
1386659340,01,20160703,20170904
1619982881,01,20160703,20180425
1295195147,01,20160904,20160908
1114932373,01,20180321,20180325
1609949221,01,20170107,20171015
1811009822,01,20170220,20171206
1265447239,01,20171018,20171022
1043320666,01,20160703,20170825
1144324971,01,20160629,20180923
1255356952,01,20170102,20170106
1952328163,01,20161216,20171023
1629188248,01,20170102,20171223
1831172956,01,20170104,20170727
1447277835,01,20170125,20181003
1972519221,01,20160712,20161030
1164688305,01,20170328,20180901
1538253315,01,20161127,20180909
1760908156,01,20180103,20180326
1306258462,01,20161120,20161127
1376583716,01,20161012,20170922
1306957568,01,20170114,20171117
1023242609,01,20160728,20180421
1366967150,01,20180119,20180401
1487660791,01,20161231,20171007
1124122080,01,20161230,20170103
1689801714,01,20171003,20180117
1215030044,01,20170123,20170807
1194768937,01,20160822,20180916
1093971319,01,20170621,20170820
1669601068,01,20170726,20180120
1902830896,01,20171227,20180428
1700302981,01,20171227,20180325
1558504019,01,20170101,20170719
1619164498,01,20161024,20170817
1477628055,01,20170108,20171230
1205925955,01,20160730,20170422
1821091372,01,20160703,20171102
1154527133,01,20170513,20180929
1144323858,01,20160704,20180728
1437490422,01,20170421,20171208
1801813134,01,20160719,20180329
1124045281,01,20161231,20170917
1427163203,01,20171015,20171210
1891727863,01,20161005,20170528
1013248160,01,20170116,20170909
1588746002,01,20170922,20170926
1659445187,01,20170116,20171126
1003989336,01,20161126,20170903
1649373309,01,20170101,20180224
1265447403,01,20170417,20171016
1467408385,01,20161217,20170904
1346527983,01,20170610,20170614
1578088654,01,20180207,20180401
1922013267,01,20160703,20180323
1710993019,01,20160906,20160921
1811939416,01,20170111,20181003
1598084121,01,20170301,20180222
1265645469,01,20170506,20180405
1306863659,01,20170118,20171025
1851494538,01,20161026,20170211
1568859122,01,20180821,20180922
1427102870,01,20170801,20180427
1487838132,01,20161229,20170907
1780799825,01,20160727,20171013
1528089976,01,20170103,20171222
1023112000,01,20170117,20171231
1770501249,01,20170114,20180304
1184727950,01,20170525,20170529
1730579756,01,20170806,20171013
1235237710,01,20160723,20180818
1487893608,01,20170109,20171202
1972971869,01,20161221,20171223
1245340140,01,20170126,20171117
1962637330,01,20170117,20170831
1881957900,01,20170102,20170909
1346255346,01,20160914,20171229
1215287552,01,20160723,20170902
1396786778,01,20170907,20170911
1285081596,01,20170814,20170930
1376974949,01,20170419,20171126
1316460504,01,20180124,20180325
1679677488,01,20161231,20171201
1063427334,01,20160831,20171102
1194905018,01,20161025,20180324
1033349345,01,20161230,20171209
1619262433,01,20170118,20171013
1548271901,01,20160704,20180831
1033551908,01,20161105,20180211
1659394468,01,20170509,20171129
1437194826,01,20170710,20180406
1255710562,01,20170517,20170521
1144339664,01,20160730,20170709
1326065590,01,20180226,20180330
1013940352,01,20170428,20170502
1427167873,01,20160629,20180505
1033131727,01,20170101,20180713
1518483361,01,20180224,20180328
1912421579,01,20180321,20180330
1871539882,01,20180116,20180120
1346349636,01,20170104,20180303
1679588909,01,20170502,20180803
1467477182,01,20161029,20171020
1457463721,01,20171122,20171126
1912016593,01,20170108,20170112
1477071694,01,20180227,20180401
1558392530,01,20170410,20170414
1639372055,01,20161231,20170109
1427099860,01,20170206,20170823
1942371463,01,20160730,20170612
1982713376,01,20161207,20171005
1699718486,01,20161231,20171021
1265535025,01,20160828,20171016
1083723217,01,20170108,20170925
1801985577,01,20170108,20171223
1366471385,01,20180728,20180915
1689879074,01,20170520,20180602
1396854881,01,20180202,20180206
1518984657,01,20170117,20170319
1558464099,01,20170118,20181001
1003816703,01,20161129,20170101
1477568673,01,20170102,20180404
1124135744,01,20170301,20180407
1457383325,01,20170105,20171119
1639358294,01,20170114,20170801
1770505463,01,20170514,20180927
1366543050,01,20160713,20171018
1457373052,01,20170102,20170831
1225055387,01,20170101,20180101
1740296334,01,20170113,20170816
1407929714,01,20160727,20170412
1144745639,01,20180221,20180402
1386918431,01,20170129,20170802
1497093025,01,20170107,20171202
1023030673,01,20170607,20180404
1548423601,01,20160718,20180914
1801029830,01,20161003,20180130
1003838889,01,20160630,20180104
1326276270,01,20170109,20171222
1083615645,01,20161231,20170520
1265562656,01,20170826,20180315
1306851662,01,20170102,20171128
1528216975,01,20170116,20170903
1659444271,01,20170114,20170119
1558745430,01,20160716,20180930
1588768543,01,20170107,20171214
1417110354,01,20160711,20170505
1548288376,01,20160703,20170209
1740383454,01,20170604,20180926
1841364635,01,20160831,20171001
1003057811,01,20170103,20170924
1588767842,01,20161031,20180919
1710933494,01,20170911,20170915
1366552127,01,20170108,20171117
1831321561,01,20180701,20180912
1821442856,01,20180124,20180128
1619074283,01,20171002,20171012
1275648818,01,20160730,20160803
1578760336,01,20170109,20171029
1760404446,01,20170218,20170903
1215038773,01,20161231,20180220
1861501165,01,20170102,20171103
1679711873,01,20180130,20180203
1740500511,01,20161118,20180419
1811006356,01,20170828,20171027
1750778379,01,20161231,20180727
1467481424,01,20170111,20170730
1720182645,01,20160918,20170506
1649214479,01,20170104,20180914
1821119371,01,20160718,20160921
1497137368,01,20171108,20171112
1306105325,01,20170214,20170218
1891828414,01,20170102,20180622
1164961306,01,20170604,20180914
1790194447,01,20161117,20180830
1407958598,01,20170911,20170921
1124256490,01,20171226,20171230
1649308081,01,20170626,20170716
1649373341,01,20170527,20180724
1639592520,01,20161005,20170820
1770818783,01,20160711,20171014
1457450611,01,20170101,20180925
1275805194,01,20170428,20170518
1730171513,01,20180519,20180916
1679099907,01,20180303,20180402
1427063593,01,20160930,20171017
1447792536,01,20170214,20170218
1609882190,01,20160702,20180409
1477076347,01,20171231,20180402
1144367541,01,20161231,20171123
1992132567,01,20170228,20180630
1730177510,01,20180915,20181003
1063410223,01,20170103,20170107
1083713945,01,20170418,20170904
1467561423,01,20170208,20181101
1730297490,01,20170426,20171015
1194778688,01,20170930,20180929
1720170442,01,20160703,20171209
1508898834,01,20170102,20170812
1063511293,01,20170813,20170904
1043314016,01,20160703,20170930
1508256256,01,20161026,20170319
1982975637,01,20170927,20180401
1871508044,01,20170311,20171124
1942686761,01,20170101,20180104
1598702045,01,20160629,20170802
1235214644,01,20170104,20171229
1780721886,01,20161231,20171002
1386659274,01,20170101,20170528
1679507305,01,20161001,20180327
1285999565,01,20160730,20160803
1669882445,01,20170115,20180413
1285649178,01,20161029,20180211
1396763751,01,20170831,20170904
1457378937,01,20170227,20171202
1881841609,01,20170813,20170913
1437330289,01,20160717,20160721
1013269273,01,20170105,20170526
1386661791,01,20160928,20171218
1538278858,01,20170104,20170727
1700985942,01,20170826,20170902
1487694824,01,20160804,20171103
1902823248,01,20160802,20170915
1821005703,01,20160724,20180621
1699879585,01,20170108,20180104
1477989077,01,20180104,20180129
1346544616,01,20170919,20171021
1225552276,01,20180227,20180402
1518076983,01,20161226,20171222
